🕘️更新时间,#genre#
NHK東京総合,http://aktv_stream1.m16tv.cfd/stream/aktv3/nhk/AKTV.m3u8
Nick Jr,http://aktv_stream1.m16tv.cfd/stream/aktv3/nickjr/AKTV.m3u8
Nick Jr,https://py.doube.eu.org/xinghuo?url=/Nick-Jr/857
Nickelodeon,http://aktv_stream1.m16tv.cfd/stream/aktv3/nickelodeon/AKTV.m3u8
Nickelodeon,https://py.doube.eu.org/xinghuo?url=/Nickelodeon/856
NTV NEWS 24,http://aktv_stream1.m16tv.cfd/stream/useradd1/ntvnews24/AKTV.m3u8
PopC,http://aktv_stream1.m16tv.cfd/stream/aktv/popc/AKTV.m3u8
ROCK Action,http://aktv_stream1.m16tv.cfd/stream/aktv/rockaction/AKTV.m3u8
Sukan,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch89/AKTV.m3u8
Sukan,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch90/AKTV.m3u8
Sukan[备用],http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch89/AKTV.m3u8
Sukan[备用],http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch90/AKTV.m3u8
Thrill,http://aktv_stream1.m16tv.cfd/stream/aktv3/thrill/AKTV.m3u8
Thrill,https://py.doube.eu.org/xinghuo?url=/Thrill/1137
TV9,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch18/AKTV.m3u8
TV9,https://py.doube.eu.org/xinghuo?url=/TV9/837
TVB Jade,http://aktv_stream1.m16tv.cfd/stream/astro_a1/tvbjade/AKTV.m3u8
TVB Plus,http://aktv_stream1.m16tv.cfd/stream/aktv/tvbplus/AKTV.m3u8
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVB Xing He,http://aktv_stream1.m16tv.cfd/stream/astro_a1/tvbxinghe/AKTV.m3u8
TVBS精采台,http://aktv_stream1.m16tv.cfd/stream/taiwan/tvbs/AKTV.m3u8
tvN,http://aktv_stream1.m16tv.cfd/stream/aktv/tvn/AKTV.m3u8
tvN,https://py.doube.eu.org/xinghuo?url=/TvN/869
Unifi Sport,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch88/AKTV.m3u8
viuTV,http://aktv_stream1.m16tv.cfd/stream/useradd1/viutv/AKTV.m3u8
viuTV,http://php.jdshipin.com:8880/PLTV/iptv.php?id=viutv
Xite Hits,http://aktv_stream1.m16tv.cfd/stream/aktv3/xitehits/AKTV.m3u8
Xite Rock,http://aktv_stream1.m16tv.cfd/stream/aktv3/xiterock/AKTV.m3u8
ZooMoo,http://aktv_stream1.m16tv.cfd/stream/aktv3/zoomoo/AKTV.m3u8
愛爾達娛樂台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-11/AKTV.m3u8
東方衛視國際頻道,http://aktv_stream1.m16tv.cfd/stream/aktv3/null/AKTV.m3u8
東森新聞,http://aktv_stream1.m16tv.cfd/stream/aktv2/null/AKTV.m3u8
東森新聞,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-10/AKTV.m3u8
東森新聞,https://tv.iill.top/litv/4gtv-4gtv152
翡翠剧集台(北美),http://aktv_stream1.m16tv.cfd/stream/aktv/null-18/AKTV.m3u8
翡翠台,http://aktv_stream1.m16tv.cfd/stream/aktv/null/AKTV.m3u8
翡翠台,https://py.doube.eu.org/xinghuo?url=/TVB-Jade/875
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3&token=512df05ba47edb46400575c93e179adb7981226d414516400ed1d382cb126adc517715d4ccd3a2276bf3c7b72d52f58905225cf0b1cc461b7888443f
翡翠台,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
翡翠台,http://v2h.jdshipin.com:80/jade2/jade.stream/chunklist_w100.m3u8
翡翠台,https://cdn.163189.xyz/live/fct4k/stream.m3u8
翡翠台,https://cdn3.163189.xyz/live/fct/stream.m3u8
翡翠台,http://cdn5.1678520.xyz/live/?id=fct
翡翠台,https://cdn5.1678520.xyz/live/live2.1.php?id=j1
翡翠台 4K,http://aktv_stream1.m16tv.cfd/stream/aktv/4k/AKTV.m3u8
翡翠综合台(北美),http://aktv_stream1.m16tv.cfd/stream/aktv/null-17/AKTV.m3u8
鳳凰香港,http://aktv_stream1.m16tv.cfd/stream/aktv/null-5/AKTV.m3u8
鳳凰香港,https://py.doube.eu.org/xinghuo?url=/Phoenix-Hong-Kong/990
鳳凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
鳳凰香港,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226251/index.m3u8
鳳凰香港,http://php.17186.eu.org/phtv/fhhk.m3u8
鳳凰香港,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226251/index.m3u8
鳳凰中文,http://aktv_stream1.m16tv.cfd/stream/aktv/null-3/AKTV.m3u8
鳳凰中文,https://py.doube.eu.org/xinghuo?url=/Phoenix-Satellite-TV/995
鳳凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
鳳凰中文,https://piccpndks.v.kcdnvip.com/audio/xianggangweishi_2.m3u8
鳳凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8
鳳凰中文,https://cdn.163189.xyz/live/fhzw/stream.m3u8
鳳凰中文,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzw
鳳凰中文,http://cdn.163189.xyz/live/fhzw/stream.m3u8
鳳凰中文,http://www.terrykang.cn:5678/sxg.php?id=test1_4000
鳳凰中文,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8
鳳凰中文,http://php.17186.eu.org/phtv/fhzw.m3u8
鳳凰中文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226248/index.m3u8
鳳凰資訊,http://aktv_stream1.m16tv.cfd/stream/aktv/null-4/AKTV.m3u8
鳳凰資訊,https://py.doube.eu.org/xinghuo?url=/Phoenix-InfoNews/946
鳳凰資訊,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
鳳凰資訊,https://cdn3.163189.xyz/live/fhzx/stream.m3u8
鳳凰資訊,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzx
鳳凰資訊,http://cdn3.163189.xyz/live/fhzx/stream.m3u8
鳳凰資訊,http://www.terrykang.cn:5678/sxg.php?id=test2_4000
鳳凰資訊,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8
鳳凰資訊,http://udnhls.skilldns.com:80/fhzx-cn.m3u8
鳳凰資訊,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8
鳳凰資訊,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226274/index.m3u8
華視,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-5/AKTV.m3u8
華視,https://py.doube.eu.org/xinghuo?url=/CTS/1047
寰宇新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-7/AKTV.m3u8
寰宇新聞台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-14/AKTV.m3u8
寰宇新聞台,https://py.doube.eu.org/xinghuo?url=/Universal-News-Channel/1067
寰宇新聞台,https://tv.iill.top/litv/litv-longturn14
黃金翡翠台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-21/AKTV.m3u8
龍華電影台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-8/AKTV.m3u8
龍華電影台,http://37.27.111.214:8080/live/19/hls.m3u8
龍華電影台,https://tv.iill.top/litv/litv-longturn03
龍華偶像台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-9/AKTV.m3u8
龍華日韓台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-7/AKTV.m3u8
曼聯電視頻道,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch87/AKTV.m3u8
美亞電影台(HK),http://aktv_stream1.m16tv.cfd/stream/aktv/hk-1/AKTV.m3u8
美亞電影台(HK),http://go1.bkpcp.top/tl/null-5
美亞電影台(HK),https://py.doube.eu.org/xinghuo?url=/Mei-Ah-Movie/1131
美亞電影台(HK),http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
民視,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-2/AKTV.m3u8
民視,https://py.doube.eu.org/xinghuo?url=/FTV/1044
民視,https://tv.iill.top/litv/4gtv-4gtv002
民視第一台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null/AKTV.m3u8
民視第一台,https://tv.iill.top/litv/4gtv-4gtv003
民視台灣台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-1/AKTV.m3u8
民視台灣台,https://py.doube.eu.org/xinghuo?url=/FTV-Taiwan-Channel/1046
民視台灣台,https://tv.iill.top/litv/4gtv-4gtv001
民視新聞台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-12/AKTV.m3u8
民視新聞台,https://py.doube.eu.org/xinghuo?url=/FTV-News-News-Channel/1045
民視新聞台,https://tv.iill.top/litv/litv-ftv13
民視綜藝台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-16/AKTV.m3u8
民視綜藝台,https://tv.iill.top/litv/4gtv-4gtv004
明珠剧集台(北美),http://aktv_stream1.m16tv.cfd/stream/aktv/null-19/AKTV.m3u8
明珠台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-2/AKTV.m3u8
明珠台,https://py.doube.eu.org/xinghuo?url=/TVB-Pearl/989
千禧經典台(HK),http://aktv_stream1.m16tv.cfd/stream/aktv/null-15/AKTV.m3u8
千禧經典台(HK),https://py.doube.eu.org/xinghuo?url=/TVB-Classic/878
千禧經典台(HK),http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
千禧經典台(HK),http://cdn9.163189.xyz/smt3.1.1.php?id=Tvbclassic
三立綜合台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-6/AKTV.m3u8
三立綜合台,https://tv.iill.top/4gtv/169
台,http://aktv_stream1.m16tv.cfd/stream/test/null/AKTV.m3u8
台視,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-3/AKTV.m3u8
台視,https://py.doube.eu.org/xinghuo?url=/TTV/1039
台視新聞,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-15/AKTV.m3u8
台視新聞,https://py.doube.eu.org/xinghuo?url=/TTV-News-Channel/1040
台視新聞,https://tv.iill.top/litv/4gtv-4gtv051
无线新闻台(北美),http://aktv_stream1.m16tv.cfd/stream/aktv/null-1/AKTV.m3u8
无线新闻台(北美),http://aktv_stream1.m16tv.cfd/stream/aktv2/null-1/AKTV.m3u8
无线新闻台(北美),https://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8
无线新闻台(北美),https://py.doube.eu.org/xinghuo?url=/iNews-News-Channel/987
无线新闻台(北美),http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxw
无线新闻台(北美),https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
无线新闻台(北美),http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
无线新闻台(北美),http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
無線衛星新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv3/null-2/AKTV.m3u8
無線新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-1/AKTV.m3u8
無線新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv2/null-1/AKTV.m3u8
無線新聞台,https://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8
無線新聞台,https://py.doube.eu.org/xinghuo?url=/iNews-News-Channel/987
無線新聞台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxw
無線新聞台,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
無線新聞台,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
無線新聞台,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
亞洲新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv3/null-3/AKTV.m3u8
亞洲新聞台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
亞洲新聞台,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
娛樂新聞台(HK),http://aktv_stream1.m16tv.cfd/stream/aktv/hk/AKTV.m3u8
中視,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-4/AKTV.m3u8
中視,https://py.doube.eu.org/xinghuo?url=/CTV/1042
中視新聞,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-13/AKTV.m3u8
中視新聞,https://py.doube.eu.org/xinghuo?url=/CTV-News-Channel/1043
中視新聞,https://tv.iill.top/litv/4gtv-4gtv074
中天新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv/null-6/AKTV.m3u8
中天新聞台,https://py.doube.eu.org/xinghuo?url=/CTI-News/1035
中天新聞台,https://tv.iill.top/litv/4gtv-4gtv009
中天新聞台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
Love_The_Planet,http://aktv_stream1.m16tv.cfd/stream/aktv2/lovetheplanet/AKTV.m3u8
Xite_Hits,http://aktv_stream1.m16tv.cfd/stream/aktv3/xitehits/AKTV.m3u8
Channel 5,http://aktv_stream1.m16tv.cfd/stream/aktv/channel5hd/AKTV.m3u8
Channel 5,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch1/AKTV.m3u8
Channel 5,https://py.doube.eu.org/xinghuo?url=/Channel-5/906
Channel 8,http://aktv_stream1.m16tv.cfd/stream/aktv/channel8hd/AKTV.m3u8
Channel 8,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch2/AKTV.m3u8
Channel 8,https://py.doube.eu.org/xinghuo?url=/Channel-8/907
Channel U,http://aktv_stream1.m16tv.cfd/stream/aktv/channeluhd/AKTV.m3u8
Channel U,http://aktv_stream1.m16tv.cfd/stream/astro_a1/ch3/AKTV.m3u8
Channel U,https://py.doube.eu.org/xinghuo?url=/Channel-U/909
Red Bull Sports,http://aktv_stream1.m16tv.cfd/stream/tuntun/redbullsports/AKTV.m3u8
緯來體育,https://py.doube.eu.org/xinghuo?url=/Videoland-Sports-Channel/1079
東森新聞台,http://aktv_stream1.m16tv.cfd/stream/aktv2/null/AKTV.m3u8
東森新聞台,http://aktv_stream1.m16tv.cfd/stream/taiwan/null-10/AKTV.m3u8
東森新聞台,https://tv.iill.top/litv/4gtv-4gtv152
凤凰中文,http://aktv_stream1.m16tv.cfd/stream/aktv/null-3/AKTV.m3u8
凤凰中文,https://py.doube.eu.org/xinghuo?url=/Phoenix-Satellite-TV/995
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰中文,https://piccpndks.v.kcdnvip.com/audio/xianggangweishi_2.m3u8
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8
凤凰中文,https://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰中文,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzw
凤凰中文,http://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰中文,http://www.terrykang.cn:5678/sxg.php?id=test1_4000
凤凰中文,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8
凤凰中文,http://php.17186.eu.org/phtv/fhzw.m3u8
凤凰中文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226248/index.m3u8
凤凰资讯,http://aktv_stream1.m16tv.cfd/stream/aktv/null-4/AKTV.m3u8
凤凰资讯,https://py.doube.eu.org/xinghuo?url=/Phoenix-InfoNews/946
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰资讯,https://cdn3.163189.xyz/live/fhzx/stream.m3u8
凤凰资讯,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzx
凤凰资讯,http://cdn3.163189.xyz/live/fhzx/stream.m3u8
凤凰资讯,http://www.terrykang.cn:5678/sxg.php?id=test2_4000
凤凰资讯,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8
凤凰资讯,http://udnhls.skilldns.com:80/fhzx-cn.m3u8
凤凰资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8
凤凰资讯,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226274/index.m3u8
凤凰香港,http://aktv_stream1.m16tv.cfd/stream/aktv/null-5/AKTV.m3u8
凤凰香港,https://py.doube.eu.org/xinghuo?url=/Phoenix-Hong-Kong/990
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
凤凰香港,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226251/index.m3u8
凤凰香港,http://php.17186.eu.org/phtv/fhhk.m3u8
凤凰香港,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226251/index.m3u8
凤凰卫视,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
J2,https://py.doube.eu.org/xinghuo?url=/j2-channel/988
J2,http://php.jdshipin.com:8880/PLTV/iptv.php?id=j2
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
香港卫视,https://piccpndks.v.kcdnvip.com/audio/xianggangweishi_2.m3u8
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
纬来体育,https://py.doube.eu.org/xinghuo?url=/Videoland-Sports-Channel/1079
纬来育乐,https://py.doube.eu.org/xinghuo?url=/Videoland-Entertainment/1081
三立台湾,https://py.doube.eu.org/xinghuo?url=/Sanli-Taiwan/1056
无线新闻,http://aktv_stream1.m16tv.cfd/stream/aktv/null-1/AKTV.m3u8
无线新闻,http://aktv_stream1.m16tv.cfd/stream/aktv2/null-1/AKTV.m3u8
无线新闻,https://v2hcdn.jdshipin.com/news/news.stream/chunklist_w105.m3u8
无线新闻,https://py.doube.eu.org/xinghuo?url=/iNews-News-Channel/987
无线新闻,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxw
无线新闻,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
无线新闻,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
无线新闻,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
三立新闻,https://tv.iill.top/4gtv/229
三立新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
东森综合,https://py.doube.eu.org/xinghuo?url=/ETTV-Metro/1062
东森超视,https://py.doube.eu.org/xinghuo?url=/ETTV-Super-Channel/1064
东森电影,https://py.doube.eu.org/xinghuo?url=/ETTV-Movie/1118
BBC World News,https://py.doube.eu.org/xinghuo?url=/BBC-World-News/1206
CNA,https://py.doube.eu.org/xinghuo?url=/CNA/1204
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
CNBC,https://py.doube.eu.org/xinghuo?url=/CNBC/1203
CNN,https://py.doube.eu.org/xinghuo?url=/CNN/1202
CNN,https://jmp2.uk/sam-GBBD8000016N.m3u8
CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
CNN International,https://py.doube.eu.org/xinghuo?url=/CNN-International/1201
CGTN,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226443/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ebu8iDniP_aAtg-APxKXKAA%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOeLGc8fhipDF_paLm6VUd-%2CEND
CGTN,https://py.doube.eu.org/xinghuo?url=/CGTN/1200
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226987/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eb26wc0XXKkqPiVtXlNQMiQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CGTN,https://amg00405-rakutentv-cgtn-rakuten-i9tar.amagi.tv/master.m3u8
CGTN,https://news.cgtn.com/resource/live/english/cgtn-news.m3u8
Fox News,https://py.doube.eu.org/xinghuo?url=/Fox-News/1199
NHK World,https://py.doube.eu.org/xinghuo?url=/NHK-World/1198
NHK World,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8
DW (Deutsch),http://aktv_stream1.m16tv.cfd/stream/aktv3/dw/AKTV.m3u8
DW (Deutsch),https://py.doube.eu.org/xinghuo?url=/DW-(Deutsch)/1197
CBSN,https://py.doube.eu.org/xinghuo?url=/CBSN/1195
CBS,https://py.doube.eu.org/xinghuo?url=/CBS/1194
ETTV Business,https://py.doube.eu.org/xinghuo?url=/ETTV-Business/1193
ABC News,https://py.doube.eu.org/xinghuo?url=/ABC-News/1192
Skynews,https://py.doube.eu.org/xinghuo?url=/Skynews/1191
Skynews,https://i.mjh.nz/SamsungTVPlus/USBB52000022Q.m3u8
Astrol Kplus,https://py.doube.eu.org/xinghuo?url=/Astrol-Kplus/1146
Sony Pix,https://py.doube.eu.org/xinghuo?url=/Sony-Pix/1145
Paramount Network,https://py.doube.eu.org/xinghuo?url=/Paramount-Network/1144
天映頻道,https://py.doube.eu.org/xinghuo?url=/Celestial-Movies/1142
天映經典,https://py.doube.eu.org/xinghuo?url=/Celestial-Classic/1141
tvN Movie,https://py.doube.eu.org/xinghuo?url=/tvN-Movie/1140
One,https://py.doube.eu.org/xinghuo?url=/One/1139
Hits Movie,https://py.doube.eu.org/xinghuo?url=/Hits-Movie/1138
SCM,https://py.doube.eu.org/xinghuo?url=/SCM/1135
星衛電影,https://py.doube.eu.org/xinghuo?url=/Star-Movies/1134
HBO Hits,https://py.doube.eu.org/xinghuo?url=/HBO-Hits/1133
HBO Signature,https://py.doube.eu.org/xinghuo?url=/HBO-Signature/1132
美亞電影,http://aktv_stream1.m16tv.cfd/stream/aktv/hk-1/AKTV.m3u8
美亞電影,http://go1.bkpcp.top/tl/null-5
美亞電影,https://py.doube.eu.org/xinghuo?url=/Mei-Ah-Movie/1131
美亞電影,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
HBO,http://122.117.71.103:8556/http/61.222.53.250:8081/hls/71/813/ch41.m3u8
HBO,https://py.doube.eu.org/xinghuo?url=/HBO_HD/1111
Hits,http://aktv_stream1.m16tv.cfd/stream/taiwan/hits/AKTV.m3u8
Hits,https://py.doube.eu.org/xinghuo?url=/Hits/1127
HBO Family,https://py.doube.eu.org/xinghuo?url=/HBO-Family/1126
衛視中文,https://py.doube.eu.org/xinghuo?url=/Star-Movies-Chinese/1125
Movies Now,https://py.doube.eu.org/xinghuo?url=/Movies-Now/1123
龙祥时代,https://py.doube.eu.org/xinghuo?url=/Longxiang-Times/1122
龍華洋片,https://py.doube.eu.org/xinghuo?url=/Lunghua-Western/1120
東森洋片,https://py.doube.eu.org/xinghuo?url=/ETTV-Western/1119
東森電影,https://py.doube.eu.org/xinghuo?url=/ETTV-Movie/1118
DaAi 2,https://py.doube.eu.org/xinghuo?url=/DaAi-2/1117
CINEMAX,http://122.117.71.103:8558/http/61.222.53.250:8081/hls/71/813/ch42.m3u8
CINEMAX,https://py.doube.eu.org/xinghuo?url=/CINEMAX/1115
CCTV-6,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226453/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ex56LEwufYqPdJkUNYhbNCw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNOH2PzEhAK60LI_FWtVxfVS%2CEND
CCTV-6,https://py.doube.eu.org/xinghuo?url=/CCTV-6-Movie-Channel/929
CCTV-6,https://tv.bfsu.edu.cn/hls/cctv6hd.m3u8
