🕘️更新时间,#genre#
鳳凰中文,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzw
鳳凰中文,http://cdn.163189.xyz/live/fhzw/stream.m3u8
鳳凰中文,http://www.terrykang.cn:5678/sxg.php?id=test1_4000
鳳凰中文,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8
鳳凰中文,http://php.17186.eu.org/phtv/fhzw.m3u8
鳳凰中文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226248/index.m3u8
鳳凰中文,https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40
鳳凰中文,http://50.7.234.10:8278/phoenixtv_hd/playlist.m3u8?tid=MFBF2713938527139385&ct=19225&tsum=1c8ca0899277714ab83db57245220068
鳳凰中文,http://122.117.71.103:8574/http/61.222.53.250:8078/hls/21/80/phoenixch.m3u8
鳳凰中文,http://120.198.95.220:9901/tsfile/live/1036_1.m3u8?key=txiptv
鳳凰中文,http://183.237.95.108:9901/tsfile/live/1103_1.m3u8?key=txiptv&playlive=0&authid=0
鳳凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8
鳳凰中文,http://120.55.49.231:3095/rtp/233.50.200.191:5140
鳳凰中文,http://115.149.139.141:10000/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
鳳凰資訊,https://py.doube.eu.org/xinghuo?url=/Phoenix-InfoNews/946
鳳凰資訊,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
鳳凰資訊,https://cdn3.163189.xyz/live/fhzx/stream.m3u8
鳳凰資訊,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzx
鳳凰資訊,http://cdn3.163189.xyz/live/fhzx/stream.m3u8
鳳凰資訊,http://www.terrykang.cn:5678/sxg.php?id=test2_4000
鳳凰資訊,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8
鳳凰資訊,http://udnhls.skilldns.com:80/fhzx-cn.m3u8
鳳凰資訊,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8
鳳凰資訊,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226274/index.m3u8
鳳凰資訊,http://122.117.71.103:8573/http/61.222.53.250:8078/hls/20/80/phoenixif.m3u8
鳳凰資訊,http://218.202.220.2:5000/nn_live.ts?id=FHZX
鳳凰資訊,http://120.198.95.220:9901/tsfile/live/1037_1.m3u8?key=txiptv
鳳凰資訊,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
鳳凰資訊,http://120.55.49.231:3095/rtp/233.50.200.192:5140
鳳凰資訊,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
華視,https://py.doube.eu.org/xinghuo?url=/CTS/1047
華視,rtmp://f13h.mine.nu/sat/tv111
寰宇新聞台,https://py.doube.eu.org/xinghuo?url=/Universal-News-Channel/1067
寰宇新聞台,https://tv.iill.top/litv/litv-longturn14
龍華電影台,https://tv.iill.top/litv/litv-longturn03
龍華電影台,http://122.117.71.103:8555/http/61.222.53.250:8068/hls/10/80/cstv10.m3u8
美亞電影台(HK),https://py.doube.eu.org/xinghuo?url=/Mei-Ah-Movie/1131
美亞電影台(HK),http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
美亞電影台(HK),http://65.108.74.147:49366/iptv.php?key=gat2&id=15
美亞電影台(HK),http://50.7.234.10:8278/meiyamovie_twn/playlist.m3u8?tid=MD3D6323299363232993&ct=18392&tsum=3f73f541d33abe71140d28ada99a071b
民視,https://py.doube.eu.org/xinghuo?url=/FTV/1044
民視,https://tv.iill.top/litv/4gtv-4gtv002
民視,rtmp://f13h.mine.nu/sat/tv051
民視第一台,https://tv.iill.top/litv/4gtv-4gtv003
民視台灣台,https://py.doube.eu.org/xinghuo?url=/FTV-Taiwan-Channel/1046
民視台灣台,https://tv.iill.top/litv/4gtv-4gtv001
民視新聞台,https://py.doube.eu.org/xinghuo?url=/FTV-News-News-Channel/1045
民視新聞台,https://tv.iill.top/litv/litv-ftv13
民視新聞台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視綜藝台,https://tv.iill.top/litv/4gtv-4gtv004
明珠台,https://py.doube.eu.org/xinghuo?url=/TVB-Pearl/989
千禧經典台(HK),https://py.doube.eu.org/xinghuo?url=/TVB-Classic/878
千禧經典台(HK),http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
千禧經典台(HK),http://cdn9.163189.xyz/smt3.1.1.php?id=Tvbclassic
千禧經典台(HK),http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571197&extension=ts&play_token=S0w0stULcO
三立綜合台,https://tv.iill.top/4gtv/169
台視,https://py.doube.eu.org/xinghuo?url=/TTV/1039
台視,rtmp://f13h.mine.nu/sat/tv071
台視新聞,https://py.doube.eu.org/xinghuo?url=/TTV-News-Channel/1040
台視新聞,https://tv.iill.top/litv/4gtv-4gtv051
台視新聞,https://live.wcetv.com/hls/master-ttvnews.m3u8
台視新聞,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
无线新闻台(北美),https://py.doube.eu.org/xinghuo?url=/iNews-News-Channel/987
无线新闻台(北美),http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxw
无线新闻台(北美),https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
无线新闻台(北美),http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
无线新闻台(北美),http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
无线新闻台(北美),https://edge2a.v2h-cdn.com/news/news.stream/chunklist.m3u8
無線新聞台,https://py.doube.eu.org/xinghuo?url=/iNews-News-Channel/987
無線新聞台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxw
無線新聞台,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
無線新聞台,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
無線新聞台,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
無線新聞台,https://edge2a.v2h-cdn.com/news/news.stream/chunklist.m3u8
亞洲新聞台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
亞洲新聞台,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
中視,https://py.doube.eu.org/xinghuo?url=/CTV/1042
中視,http://50.7.234.10:8278/zhongshihd_twn/playlist.m3u8?ct=19226&tid=MB8B7313326473133264&tsum=ae7506028e559f3a6e2a3519b2f6a91e
中視,rtmp://f13h.mine.nu/sat/tv091
中視新聞,https://py.doube.eu.org/xinghuo?url=/CTV-News-Channel/1043
中視新聞,https://tv.iill.top/litv/4gtv-4gtv074
中天新聞台,https://py.doube.eu.org/xinghuo?url=/CTI-News/1035
中天新聞台,https://tv.iill.top/litv/4gtv-4gtv009
中天新聞台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
中天新聞台,http://cdn.iptv8k.top/dl/jspd.php?id=1
中天新聞台,http://122.117.71.103:8540/http/220.130.87.218:8081/hls/78/80/ch063max.m3u8
Channel 5,https://py.doube.eu.org/xinghuo?url=/Channel-5/906
Channel 8,https://py.doube.eu.org/xinghuo?url=/Channel-8/907
Channel U,https://py.doube.eu.org/xinghuo?url=/Channel-U/909
緯來體育,https://py.doube.eu.org/xinghuo?url=/Videoland-Sports-Channel/1079
緯來體育,https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;time=20240926215313&amp;ip=111.229.253.40
緯來體育,http://api3.52tb.xyz/info?id=376&token=20221127jxwhhemby
緯來體育,http://122.117.71.103:8562/http/61.222.53.250:8081/hls/67/809/ch28.m3u8
緯來體育,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/videolandsport/playlist.m3u8
緯來體育,rtmp://116.93.98.236/sat/tv721.flv
緯來體育,rtmp://f13h.mine.nu:1935/sat/tv721
緯來體育,rtmp://60.248.77.83/sat/tv721
緯來體育,rtmp://9hv9.mine.nu/sat/tv721.flv
緯來體育,rtmp://220.130.201.73/sat/tv721
東森新聞台,https://tv.iill.top/litv/4gtv-4gtv152
東森新聞台,http://50.7.234.10:8278/ettvnews/playlist.m3u8?tid=m1785954e5a67&ct=18336&tsum=ce82c650c85a63fe1ead9e30f2d4bfb4
凤凰中文,https://py.doube.eu.org/xinghuo?url=/Phoenix-Satellite-TV/995
凤凰中文,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fhzw
凤凰中文,https://piccpndks.v.kcdnvip.com/audio/xianggangweishi_2.m3u8
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8
凤凰中文,https://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰中文,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzw
凤凰中文,http://cdn.163189.xyz/live/fhzw/stream.m3u8
凤凰中文,http://www.terrykang.cn:5678/sxg.php?id=test1_4000
凤凰中文,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8
凤凰中文,http://php.17186.eu.org/phtv/fhzw.m3u8
凤凰中文,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226248/index.m3u8
凤凰中文,https://cdn.iptv8k.top/dl/jrys.php?id=19&time=20240926215313&ip=111.229.253.40
凤凰中文,http://50.7.234.10:8278/phoenixtv_hd/playlist.m3u8?tid=MFBF2713938527139385&ct=19225&tsum=1c8ca0899277714ab83db57245220068
凤凰中文,http://122.117.71.103:8574/http/61.222.53.250:8078/hls/21/80/phoenixch.m3u8
凤凰中文,http://120.198.95.220:9901/tsfile/live/1036_1.m3u8?key=txiptv
凤凰中文,http://183.237.95.108:9901/tsfile/live/1103_1.m3u8?key=txiptv&playlive=0&authid=0
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_audio.m3u8
凤凰中文,http://120.55.49.231:3095/rtp/233.50.200.191:5140
凤凰中文,http://115.149.139.141:10000/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
凤凰资讯,https://py.doube.eu.org/xinghuo?url=/Phoenix-InfoNews/946
凤凰资讯,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰资讯,https://cdn3.163189.xyz/live/fhzx/stream.m3u8
凤凰资讯,http://cdn5.1678520.xyz:80/live/live2.1.php?id=fhzx
凤凰资讯,http://cdn3.163189.xyz/live/fhzx/stream.m3u8
凤凰资讯,http://www.terrykang.cn:5678/sxg.php?id=test2_4000
凤凰资讯,https://k44991.kylintv.tv/live/pxinhd_iphone.m3u8
凤凰资讯,http://udnhls.skilldns.com:80/fhzx-cn.m3u8
凤凰资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8
凤凰资讯,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226274/index.m3u8
凤凰资讯,http://122.117.71.103:8573/http/61.222.53.250:8078/hls/20/80/phoenixif.m3u8
凤凰资讯,http://218.202.220.2:5000/nn_live.ts?id=FHZX
凤凰资讯,http://120.198.95.220:9901/tsfile/live/1037_1.m3u8?key=txiptv
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
凤凰资讯,http://120.55.49.231:3095/rtp/233.50.200.192:5140
凤凰资讯,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰香港,https://py.doube.eu.org/xinghuo?url=/Phoenix-Hong-Kong/990
凤凰香港,http://php.jdshipin.com:8880/smt.php?id=hkphoenix_twn
凤凰香港,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888910/224/3221226251/index.m3u8
凤凰香港,http://php.17186.eu.org/phtv/fhhk.m3u8
凤凰香港,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226251/index.m3u8
凤凰香港,https://cdn.iptv8k.top/dl/jrys.php?id=18&time=20240926215313&ip=111.229.253.40
凤凰香港,http://50.7.234.10:8278/hkphoenix_twn/playlist.m3u8?tid=MACA2858291128582911&ct=19225&tsum=0f01288bbaa6c0403d07e96b0a5db4ed
凤凰香港,https://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639&amp;amp;wsIPSercert=6f8d45434604e7d22f5b0abbc0231d01&amp;amp;wsMonitor=0
凤凰香港,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=e5b4ef626c5980be2fbdf2e7-158332927312639&amp;wsIPSercert=6f8d45434604e7d22f5b0abbc0231d01&amp;wsMonitor=0
凤凰卫视,http://php.jdshipin.com:8880/smt.php?id=phoenixtv_hd
凤凰卫视,http://218.202.220.2:5000/nn_live.ts?id=NEWSASIA
凤凰卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&amp;wsIPSercert=8de23d0849e78e3b16ec92a2092354
凤凰卫视,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
J2,https://py.doube.eu.org/xinghuo?url=/j2-channel/988
J2,http://php.jdshipin.com:8880/PLTV/iptv.php?id=j2
J2,http://fm1077.serv00.net/Smart.php?id=j2_twn
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS亚洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941621&extension=ts&play_token=vFR5CkmzbA
香港卫视,https://piccpndks.v.kcdnvip.com/audio/xianggangweishi_2.m3u8
香港卫视,http://cctvtxyh5c.liveplay.myqcloud.com/cstv/xianggangweishi_2/index.m3u8
香港卫视,http://stream.qhbtv.com/adws/sd/live.m3u8
香港卫视,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/hkphoenix_twn/playlist.m3u8
香港卫视,https://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8?wsSession=3c732f93c14e1bc0c07641df-156388849014752&amp;wsIPSercert=8de23d0849e78e3b16ec92a809235421&amp;wsMonitor=0#rtmp://zhibo.hkstv.tv/livestream/mutfysrq
香港卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=xianggangweishi&P2PChannelID=pd://cctv_p2p_hdxianggangweishi
香港卫视,https://piccpndali.v.myalicdn.com/audio/xianggangweishi_2.m3u8
香港卫视,rtmp://zhibo.hkstv.tv/livestream/mutfysrq
纬来体育,https://py.doube.eu.org/xinghuo?url=/Videoland-Sports-Channel/1079
纬来体育,https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;time=20240926215313&amp;ip=111.229.253.40
纬来体育,http://api3.52tb.xyz/info?id=376&token=20221127jxwhhemby
纬来体育,http://122.117.71.103:8562/http/61.222.53.250:8081/hls/67/809/ch28.m3u8
纬来体育,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/videolandsport/playlist.m3u8
纬来体育,rtmp://116.93.98.236/sat/tv721.flv
纬来体育,rtmp://f13h.mine.nu:1935/sat/tv721
纬来体育,rtmp://60.248.77.83/sat/tv721
纬来体育,rtmp://9hv9.mine.nu/sat/tv721.flv
纬来体育,rtmp://220.130.201.73/sat/tv721
纬来育乐,https://py.doube.eu.org/xinghuo?url=/Videoland-Entertainment/1081
纬来育乐,https://cdn.iptv8k.top/dl/jrys.php?id=289&time=20240926215313&ip=111.229.253.40
纬来育乐,rtmp://f13h.mine.nu/sat/tv701?rtmp://f13h.mine.nu:1935:1935/sat/tv701
纬来育乐,rtmp://9hv9.mine.nu/sat/tv701
纬来育乐,rtmp://60.248.77.83/sat/tv701
纬来育乐,rtmp://116.93.98.236/sat/tv701.flv
纬来育乐,rtmp://220.130.201.73/sat/tv701
三立台湾,https://py.doube.eu.org/xinghuo?url=/Sanli-Taiwan/1056
三立台湾,https://cdn.iptv8k.top/dl/jrys.php?id=269&time=20240926215313&ip=111.229.253.40
三立台湾,http://50.7.234.10:8278/sanlitaiwan/playlist.m3u8?tid=MD3D6272113862721138&ct=19344&tsum=67db4abe16d57b8ac1ca573eab42c5e4
无线新闻,https://py.doube.eu.org/xinghuo?url=/iNews-News-Channel/987
无线新闻,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbxw
无线新闻,https://cdn9.163189.xyz/smt3.1.1.php?id=inews_twn
无线新闻,http://cdn9.163189.xyz/smt1.1.php?id=inews_twn
无线新闻,http://v2hcdn.jdshipin.com/news/news.stream/chunklist_w1005.m3u8
无线新闻,https://edge2a.v2h-cdn.com/news/news.stream/chunklist.m3u8
三立新闻,https://tv.iill.top/4gtv/229
三立新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV32.m3u8
三立新闻,https://cdn.iptv8k.top/dl/jrys.php?id=273&time=20240926215313&ip=111.229.253.40
东森综合,https://py.doube.eu.org/xinghuo?url=/ETTV-Metro/1062
东森综合,https://cdn.iptv8k.top/dl/jrys.php?id=221&amp;time=20240926215313&amp;ip=111.229.253.40
东森超视,https://py.doube.eu.org/xinghuo?url=/ETTV-Super-Channel/1064
东森超视,https://cdn.iptv8k.top/dl/jrys.php?id=216&time=20240926215313&ip=111.229.253.40#rtmp://f13h.mine.nu/sat/tv331#rtmp://f13h.mine.nu/sat/tv331
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8#rtmp://f13h.mine.nu/sat/tv331
东森超视,http://110.53.52.63:8888/newlive/live/hls/51/live.m3u8
东森超视,rtmp://116.93.98.236/sat/tv331.flv
东森超视,rtmp://60.248.77.83/sat/tv331
东森超视,rtmp://9hv9.mine.nu/sat/tv331.flv
东森超视,rtmp://f13h.mine.nu:1935:1935/sat/tv331
东森电影,https://py.doube.eu.org/xinghuo?url=/ETTV-Movie/1118
东森电影,https://cdn.iptv8k.top/dl/jrys.php?id=231&time=20240926215313&ip=111.229.253.40
东森电影,http://50.7.234.10:8278/ettvmovie/playlist.m3u8?tid=MBDB9268852192688521&ct=19254&tsum=7514b50ebc2e4b06f2e402578d0ac996
靖天资讯,https://cdn.iptv8k.top/dl/jrys.php?id=315&time=20240926215313&ip=111.229.253.40
BBC World News,https://py.doube.eu.org/xinghuo?url=/BBC-World-News/1206
CNA,https://py.doube.eu.org/xinghuo?url=/CNA/1204
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
CNBC,https://py.doube.eu.org/xinghuo?url=/CNBC/1203
CNN,https://py.doube.eu.org/xinghuo?url=/CNN/1202
CNN,https://jmp2.uk/sam-GBBD8000016N.m3u8
CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
CNN International,https://py.doube.eu.org/xinghuo?url=/CNN-International/1201
CGTN,https://py.doube.eu.org/xinghuo?url=/CGTN/1200
CGTN,https://0472.org/hls/cgtn.m3u8
CGTN,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226987/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Eb26wc0XXKkqPiVtXlNQMiQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CGTN,https://amg00405-rakutentv-cgtn-rakuten-i9tar.amagi.tv/master.m3u8
CGTN,https://news.cgtn.com/resource/live/english/cgtn-news.m3u8
Fox News,https://py.doube.eu.org/xinghuo?url=/Fox-News/1199
NHK World,https://py.doube.eu.org/xinghuo?url=/NHK-World/1198
NHK World,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8
DW (Deutsch),https://py.doube.eu.org/xinghuo?url=/DW-(Deutsch)/1197
CBSN,https://py.doube.eu.org/xinghuo?url=/CBSN/1195
CBS,https://py.doube.eu.org/xinghuo?url=/CBS/1194
ETTV Business,https://py.doube.eu.org/xinghuo?url=/ETTV-Business/1193
ABC News,https://py.doube.eu.org/xinghuo?url=/ABC-News/1192
Skynews,https://py.doube.eu.org/xinghuo?url=/Skynews/1191
Skynews,https://i.mjh.nz/SamsungTVPlus/USBB52000022Q.m3u8
Astrol Kplus,https://py.doube.eu.org/xinghuo?url=/Astrol-Kplus/1146
Sony Pix,https://py.doube.eu.org/xinghuo?url=/Sony-Pix/1145
Paramount Network,https://py.doube.eu.org/xinghuo?url=/Paramount-Network/1144
天映頻道,https://py.doube.eu.org/xinghuo?url=/Celestial-Movies/1142
天映經典,https://py.doube.eu.org/xinghuo?url=/Celestial-Classic/1141
天映經典,https://cdn.iptv8k.top/dl/jrys.php?id=71&time=20240926215313&ip=111.229.253.40
tvN Movie,https://py.doube.eu.org/xinghuo?url=/tvN-Movie/1140
One,https://py.doube.eu.org/xinghuo?url=/One/1139
Hits Movie,https://py.doube.eu.org/xinghuo?url=/Hits-Movie/1138
SCM,https://py.doube.eu.org/xinghuo?url=/SCM/1135
星衛電影,https://py.doube.eu.org/xinghuo?url=/Star-Movies/1134
HBO Hits,https://py.doube.eu.org/xinghuo?url=/HBO-Hits/1133
HBO Signature,https://py.doube.eu.org/xinghuo?url=/HBO-Signature/1132
美亞電影,https://py.doube.eu.org/xinghuo?url=/Mei-Ah-Movie/1131
美亞電影,http://php.jdshipin.com:8880/smt.php?id=meiyamovie_twn
美亞電影,http://65.108.74.147:49366/iptv.php?key=gat2&id=15
美亞電影,http://50.7.234.10:8278/meiyamovie_twn/playlist.m3u8?tid=MD3D6323299363232993&ct=18392&tsum=3f73f541d33abe71140d28ada99a071b
HBO,https://py.doube.eu.org/xinghuo?url=/HBO_HD/1111
Hits,https://py.doube.eu.org/xinghuo?url=/Hits/1127
HBO Family,https://py.doube.eu.org/xinghuo?url=/HBO-Family/1126
衛視中文,https://py.doube.eu.org/xinghuo?url=/Star-Movies-Chinese/1125
